hotel_id,address,rank,Description,Amenities,score,Location,Cleanliness,Service,Value,n_Excellent,n_VeryGood,n_Average,n_Poor,n_Terrible
21,"60-64 Warwick Way, London SW1V 1SA England",602,"If you’re looking for a quiet hotel in London, look no further than Best Western Victoria Palace.For those interested in checking out popular landmarks while visiting London, Best Western Victoria Palace Hotel is located a short distance from Covent Garden (1.6 mi) and The View from The Shard (2.5 mi).Best Western Victoria Palace Hotel is a quiet hotel offering a flat screen TV and air conditioning in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.Plus, guests can enjoy breakfast, which has made this a popular choice among travellers visiting London.While in London, you may want to check out some of the restaurants that are a short walk away from Best Western London, including Restaurant Gordon Ramsay (1.0 mi), Sexy Fish (1.2 mi), and Zuma London (1.1 mi).If you’re looking for things to do, you can check out Coca-Cola London Eye (1.2 mi), Churchill War Rooms (0.9 mi), or Westminster Abbey (0.8 mi), which are popular attractions amongst tourists, and they are all within walking distance.The staff at Best Western Victoria Palace looks forward to serving you during your upcoming visit.","['Free High Speed Internet (WiFi)', 'Wifi', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Taxi service', 'Non-smoking hotel', '24-hour front desk', 'Complimentary instant cofffee', 'Air conditioning', 'Housekeeping', 'Safe', 'Coffee / tea maker', 'Flatscreen TV', 'Hair dryer', 'Non-smoking rooms']",3.5,4.5,4.0,4.0,3.5,372,801,434,123,78
22,"335-337 High Street, London E15 2TF England",150,"The Westbridge Hotel exudes all the luxury and comfort you would expect from a modern 4 star hotel situated in a Grade II listed building dating back to 18th century. There are 80 rooms with free WIFI internet access, individually controlled air conditioning and private bathrooms with walk in showers, luxury amenities and a hairdryer, LED Smart TVs, phone, small fridge, safe, iron, and tea and coffee making facilities. The Westbridge Hotel Restaurant & Bar is a contemporary restaurant where you can enjoy a hearty breakfast and delicious English brasserie inspired dishes thought dinner with extensive selection of wines and drinks. Facilities include 24hr Reception, Gym, Lounge, Courtyard, Restaurant and Bar. No parking is available on site.","['Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Baggage storage', 'Concierge', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Wifi', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Complimentary tea', 'Non-smoking hotel', 'Laundry service', 'Ironing service', 'Air conditioning', 'Room service', 'Telephone', 'Wardrobe / wardrobe', 'Refrigerator', 'Cable / satellite TV', 'Flatscreen TV', 'Walk-in shower', 'Private bathrooms', 'Wake-up service / alarm clock', 'On-demand films', 'Radio', 'Complimentary toiletries', 'Hair dryer', 'City view', 'Non-smoking rooms', 'Suites']",4.5,4.5,4.5,4.5,4.5,1236,671,106,36,13
23,"144 Praed Street Paddington, London W2 1HU England",502,The Mercure Hotel Paddington is perfectly situated for anyone visiting London for business or pleasure. Only being a few strides from the Heathrow Express at Paddington Station and 3 London Underground lines.,"['Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Conference facilities', 'Meeting rooms', '24-hour security', 'Baggage storage', '24-hour front desk', 'Wifi', 'Coffee shop', 'Restaurant', 'Breakfast buffet', 'Complimentary tea', 'Fax / photocopying', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Soundproof rooms', 'Air conditioning', 'Desk', 'Housekeeping', 'Room service', 'Coffee / tea maker', 'Flatscreen TV', 'Bath / shower', 'Safe', 'Telephone', 'VIP room facilities', 'Bottled water', 'Iron', 'Wake-up service / alarm clock', 'iPod docking station', 'Complimentary toiletries', 'Hair dryer', 'Non-smoking rooms', 'Suites']",3.5,4.5,4.5,4.0,3.5,588,816,401,158,135
24,"97 Cromwell Road, London SW7 4DN England",690,"The perfect option for business or leisure the Holiday Inn London Kensington Forum sets the standard for hotels in Kensington. Stroll to Gloucester Road Tube Station, your gateway to the sights of the city. Enjoy the hotel s close proximity to Harrod's, the Royal Albert Hall, Earls Court and Olympia Exhibition Centres, the Natural History, Science and V&A Museums and Kensington Palace. As the tallest Holiday Inn Hotel in Europe, our 27-floor and 906 bedroom hotel offers modern bedrooms with stunning views of London from our higher floors. The hotel also offers a choice of suites and accessible rooms (one with hoist). All rooms are equipped with high speed Internet and Wi-Fi connectivity is available in the public areas. The hotel's carpark has 76 spaces and there is a 24-hour fitness room. Holiday Inn Kensington Forum offers its guests a choice of three restaurant and bars whether you want to relax with dinner, grab a quick snack or enjoy a pint of traditional British beer. The Academy offers 13 meeting and event rooms for up to 300 people, all with natural daylight, high-speed Internet and unlimited Starbucks tea and coffee.","['Paid public parking on-site', 'Free internet', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Taxi service', 'Business Centre with Internet Access', 'Conference facilities', 'Concierge', 'Parking', 'Wifi', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Currency exchange', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Air conditioning', 'Housekeeping', 'Room service', 'Safe', 'Refrigerator', 'Flatscreen TV', 'Non-smoking rooms', 'Suites']",3.5,4.5,4.0,4.0,3.5,983,2192,1179,407,257
25,"4 - 18 Harrington Gardens, London SW7 4LH England",680,"See why so many travellers make Millennium Gloucester Hotel London Kensington their hotel of choice when visiting London. Providing an ideal mix of value, comfort and convenience, it offers a quiet setting with an array of amenities designed for travellers like you.While staying at Millennium Gloucester Hotel London Kensington, visitors can check out Buckingham Palace (1.9 mi) and Piccadilly Circus (2.4 mi), some of London's top attractions.Paid internet access is offered to guests, and rooms at Millennium Gloucester Hotel London Kensington offer a flat screen TV, air conditioning, and a refrigerator.During your stay, take advantage of some of the amenities offered, including 24 hour front desk, a concierge, and room service. Guests of Millennium Gloucester Hotel London Kensington are also welcome to enjoy a fitness center and breakfast, located on site. For travellers arriving by car, parking is available.During your visit, be sure to check out one of London's popular sukiyaki & shabu shabu restaurants such as Shackfuyu, Tokyo Sukiyaki-Tei, and Kiku, all a short distance from Millennium Gloucester Hotel London Kensington.If you’re looking for something to do, Natural History Museum (0.4 mi), Harrods (1.0 mi), and V&A - Victoria and Albert Museum (0.5 mi) are a nice way to spend some time, and they are all within walking distance of Millennium Gloucester Hotel London Kensington.At Millennium Gloucester Hotel London Kensington, your comfort and satisfaction come first, and they look forward to welcoming you to London.","['Paid private parking on-site', 'Wifi', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Car hire', 'Business Centre with Internet Access', 'Conference facilities', '24-hour security', 'Parking', 'Paid wifi', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Breakfast in the room', 'Complimentary instant cofffee', 'Taxi service', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'ATM on site', 'Doorperson', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Air conditioning', 'Housekeeping', 'Room service', 'Safe', 'VIP room facilities', 'Refrigerator', 'Flatscreen TV', 'Non-smoking rooms', 'Suites']",3.5,4.5,4.0,4.0,4.0,1737,2152,1152,582,405
26,"140 Gloucester Road, London SW7 4QH England",368,"This hotel is a beautifully renovated Victorian London townhouse, located in the heart of fashionable South Kensington. The Bailey's Hotel London combines style and character, and is one of the most traditional and popular hotels in the area. The hotel has completed refurbishment of all guest rooms in October 2015. Quintessentially English in décor and style, the rooms have been designed with the comfort of our guests in mind, and combine unique features and furnishings with modern amenities. The interior of the hotel is extremely elegant and retains many of its original features, with its sweeping staircase, stained glass windows and intricate stonework. Situated opposite Gloucester Road underground station, this hotel offers access to many transport links and is perfectly positioned for guests visiting many of the British capital's most popular attractions. These places of interest include Hyde Park, the Royal Albert Hall, Kensington Palace and the Victoria and the Victoria& Albert Museum.","['Paid private parking on-site', 'Free High Speed Internet (WiFi)', 'Sauna', 'Bar / lounge', 'Bicycle rental', 'Car hire', 'Business Centre with Internet Access', 'Conference facilities', 'Wifi', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Breakfast in the room', 'Special diet menus', 'Wine / champagne', 'Taxi service', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', '24-hour security', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Air conditioning', 'Housekeeping', 'Room service', 'Safe', 'VIP room facilities', 'Bottled water', 'Flatscreen TV', 'Non-smoking rooms', 'Suites', 'Family rooms']",4.5,5.0,4.5,4.5,4.0,884,404,111,56,43
27,"Chelsea Harbour, London SW10 0XG England",124,"Elegant All-Suite Hotel located in the Chelsea Harbour on the River Thames, offering stunning views of the river & harbour.","['Parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Airport transportation', 'Business Centre with Internet Access', 'Conference facilities', 'Wifi', 'Indoor pool', 'Heated pool', 'Sauna', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Breakfast in the room', ""Kids' meals"", 'Outdoor dining area', 'Banquet room', 'Meeting rooms', 'Spa', 'Couples massage', 'Facial treatments', 'Salon', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Butler service', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Air conditioning', 'Housekeeping', 'Private balcony', 'Room service', 'Safe', 'Minibar', 'Refrigerator', 'Flatscreen TV', 'Laptop safe', 'Non-smoking rooms', 'Suites']",4.5,4.0,4.5,4.5,4.0,1545,459,154,62,53
28,"6 Holywell Lane Shoreditch, London EC2A 3ET England",166,"Somewhere between arty and alternative, Shoreditch has just landed itself a citizenM hotel. Located in central Hackney, we offer XL King-size beds, free Wi-Fi, rain showers, a stylish Vitra-furnished lounge, 24/7 dining and the best views this side of the Thames.","['Free High Speed Internet (WiFi)', 'Wifi', 'Bar / lounge', 'Taxi service', '24-hour security', 'Baggage storage', '24-hour check-in', 'Ironing service', 'Coffee shop', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Snack bar', 'Special diet menus', 'Wine / champagne', 'Gift shop', 'Non-smoking hotel', 'Shared lounge / TV area', 'Allergy-free room', 'Soundproof rooms', 'Air conditioning', 'Housekeeping', 'Refrigerator', 'Cable / satellite TV', 'Extra long beds', 'Bath / shower', 'Safe', 'Telephone', 'Bottled water', 'Private bathrooms', 'Wake-up service / alarm clock', 'Flatscreen TV', 'On-demand films', 'Complimentary toiletries', 'Hair dryer', 'City view', 'Non-smoking rooms']",4.5,4.5,4.5,4.5,4.5,917,382,116,30,23
29,"69-73 Chiswick High Road, London W4 2LS England",376,"A stunning, leading boutique hotel in the heart of West London, Best Western Chiswick Hotel has recently undergone a major refurbishment. A recipient of the TripAdvisor Certificate of Excellence Award 2018 for consistently delivering the highest in customer service excellence, our ethos is to deliver a personal and seamless experience and creating that warm 'home-away-from-home' feel for each and every one of our guests.","['Paid private parking on-site', 'Free High Speed Internet (WiFi)', 'Bar / lounge', 'Highchairs available', 'Fax / photocopying', 'Baggage storage', 'Non-smoking hotel', '24-hour check-in', 'Parking', 'Wifi', 'Breakfast available', 'Breakfast buffet', 'Complimentary instant cofffee', 'Complimentary tea', 'Wine / champagne', 'Outdoor furniture', 'Shared lounge / TV area', 'First aid kit', 'Umbrella', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Blackout curtains', 'Air conditioning', 'Desk', 'Housekeeping', 'Safe', 'Telephone', 'Flatscreen TV', 'Hair dryer', 'Wardrobe / wardrobe', 'Clothes rack', 'Laptop safe', 'Wake-up service / alarm clock', 'Non-smoking rooms', 'Suites']",4.0,4.5,4.5,4.0,4.0,385,489,175,71,44
30,"15 19 Leman Street, London E1 8EJ England",18,"Leman Locke is a design-led aparthotel for free-thinkers who want to experience the unique and authentic. Designed for travellers for whom a bed and shower in a shoebox isn’t enough, Leman Locke immerses you in East London's creative culture with socially immersive public spaces and events that connect you to a community of like-minded locals and travellers. Contained within an impressive sky tower, Leman Locke includes a mixture of 168 studio apartments, one bedroom apartments, Locke suites, two sky meeting rooms on the 21st and the 22nd floor, a cafe-lounge on the ground and first floor and the Locke Gym with an In-Room Spa. Located within minutes of London’s most creative area (Shoreditch, Hoxton and Hackney), a mix of culture, art and fashion from experimental designer boutiques and galleries can be found within walking distance on Commercial Street, Liverpool Street and Columbia Road, or delicious international food from the Brick Lane Market. All furnishings have been designed bespoke by Grzywinski + Pons including the ultra-cosy Locke bed and Locke’s signature L Shaped Couch.","['Free High Speed Internet (WiFi)', 'Wifi', 'Fitness Centre with Gym / Workout Room', 'Restaurant', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Non-smoking hotel', 'Self-serve laundry', 'Breakfast available', 'Complimentary instant cofffee', 'Air conditioning', 'Sofa', 'Kitchenette', 'Dishwasher', 'Microwave', 'Refrigerator', 'Kitchenware', 'Flatscreen TV', 'Non-smoking rooms', 'Suites']",4.5,4.5,4.5,4.5,4.5,549,158,46,11,12
